# pinned_commit	a3d8c67ed91d58e197b8c978ddcc00ba96f87c29
# generated_by	scripts/coverage-audit.ps1 -UpdateIndex
path	line	family_id	kind	declaration	visibility
GameTheory/Concepts/Potential/MixedPotential.lean	243	S-POT	theorem	finitePotentialTeamGame_isTeamGame	public
GameTheory/Concepts/Potential/MixedPotential.lean	248	S-POT	theorem	finitePotentialTeamGame_eu	public
GameTheory/Concepts/Potential/MixedPotential.lean	256	S-POT	theorem	finitePotentialTeamGame_mixedExtension_eu	public
GameTheory/Concepts/Potential/MixedPotential.lean	271	S-POT	theorem	finitePotentialTeamGame_mixedExtension_eu_self	public
GameTheory/Concepts/Potential/MixedPotential.lean	280	S-POT	theorem	finitePotentialTeamGame_isExactPotential	public
GameTheory/Concepts/Potential/MixedPotential.lean	290	S-POT	theorem	IsWeightedExactPotential.mixedExtension_le_iff_finitePotentialTeamGame	public
GameTheory/Concepts/Potential/MixedPotential.lean	379	S-POT	theorem	IsWeightedExactPotential.mixedExtension_isBestResponse_iff_finitePotentialTeamGame	public
GameTheory/Concepts/Potential/MixedPotential.lean	396	S-POT	theorem	IsExactPotential.mixedExtension_le_iff_finitePotentialTeamGame	public
GameTheory/Concepts/Potential/MixedPotential.lean	414	S-POT	theorem	IsExactPotential.mixedExtension_isBestResponse_iff_finitePotentialTeamGame	public
GameTheory/Concepts/Potential/MixedPotential.lean	426	S-POT	theorem	IsTeamGame.mixedExtension	public
GameTheory/Concepts/Potential/MixedPotential.lean	433	S-POT	theorem	IsTeamGame.mixedExtension_isExactPotential	public
GameTheory/Concepts/Potential/PotentialFIP.lean	41	S-POT	theorem	IsExactPotential.eu_diff_eq_potential_diff	public
GameTheory/Concepts/Potential/PotentialFIP.lean	51	S-POT	theorem	IsExactPotential.improving_deviation_increases_potential	public
GameTheory/Concepts/Potential/PotentialFIP.lean	62	S-POT	theorem	IsExactPotential.no_improving_at_maximizer	public
GameTheory/Concepts/Potential/PotentialFIP.lean	74	S-POT	theorem	IsExactPotential.strictNash_of_strict_maximizer	public
GameTheory/Concepts/Potential/PotentialFIP.lean	91	S-POT	theorem	IsExactPotential.isNash_iff_local_maximizer	public
GameTheory/Concepts/Potential/PotentialFIP.lean	101	S-POT	theorem	IsExactPotential.nash_exists	public
GameTheory/Concepts/Potential/PotentialGame.lean	31	S-POT	theorem	IsExactPotential.toOrdinal	public
GameTheory/Concepts/Potential/PotentialGame.lean	40	S-POT	theorem	IsOrdinalPotential.nash_of_maximizer	public
GameTheory/Concepts/Potential/PotentialGame.lean	51	S-POT	theorem	IsExactPotential.nash_of_maximizer	public
GameTheory/Concepts/Potential/PotentialGame.lean	59	S-POT	theorem	IsOrdinalPotential.isNash_iff_local_maximizer	public
GameTheory/Concepts/Potential/PotentialTeam.lean	42	S-POT	theorem	IsTeamGame.isExactPotential	public
GameTheory/Concepts/Potential/PotentialTeam.lean	53	S-POT	theorem	IsTeamGame.nash_iff_local_potential_max	public
GameTheory/Concepts/Potential/PotentialTeam.lean	71	S-POT	theorem	IsZeroSum.teamGame_utility_zero	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	41	S-POT	theorem	IsExactPotential.improvingStep_increases_potential	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	53	S-POT	theorem	IsExactPotential.no_infinite_improving_path	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	78	S-POT	def	WeaklyAcyclic	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	84	S-POT	theorem	IsOrdinalPotential.improvingStep_increases_potential	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	95	S-POT	theorem	IsOrdinalPotential.improvingStep_filter_card_lt	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	116	S-POT	theorem	weaklyAcyclic_of_wellFounded	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	132	S-POT	theorem	IsOrdinalPotential.improvement_wellFounded	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	146	S-POT	theorem	IsOrdinalPotential.weaklyAcyclic	public
GameTheory/Concepts/Potential/PotentialWellFounded.lean	153	S-POT	theorem	IsExactPotential.weaklyAcyclic	public
GameTheory/Concepts/Repeated/Basic.lean	60	D-REPEAT	abbrev	ProfileHistory	public
GameTheory/Concepts/Repeated/Basic.lean	65	D-REPEAT	abbrev	RepeatedStrategy	public
GameTheory/Concepts/Repeated/Basic.lean	69	D-REPEAT	abbrev	RepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	73	D-REPEAT	def	stationaryRepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	78	D-REPEAT	def	periodicRepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	84	D-REPEAT	def	repeatedPlay	public
GameTheory/Concepts/Repeated/Basic.lean	90	D-REPEAT	theorem	repeatedPlay_stationaryRepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	96	D-REPEAT	theorem	repeatedPlay_periodicRepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	107	D-REPEAT	theorem	repeatedPlay_update_stationaryRepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	123	D-REPEAT	def	finiteAveragePayoff	public
GameTheory/Concepts/Repeated/Basic.lean	129	D-REPEAT	theorem	finiteAveragePayoff_stationaryRepeatedProfile	public
GameTheory/Concepts/Repeated/Basic.lean	138	D-REPEAT	theorem	finiteAveragePayoff_le_of_forall_stageEU_le	public
GameTheory/Concepts/Repeated/Basic.lean	155	D-REPEAT	def	HasLongRunAveragePayoff	public
GameTheory/Concepts/Repeated/Basic.lean	162	D-REPEAT	theorem	hasLongRunAveragePayoff_stationaryRepeatedProfile	public
GameTheory/Concepts/Repeated/Discounted.lean	36	D-REPEAT	def	discountedAveragePayoff	public
GameTheory/Concepts/Repeated/Discounted.lean	43	D-REPEAT	def	discountedRepeatedKernelGame	public
GameTheory/Concepts/Repeated/Discounted.lean	48	D-REPEAT	theorem	discountedRepeatedKernelGame_eu	public
GameTheory/Concepts/Repeated/Discounted.lean	59	D-REPEAT	def	discountedContinuationPayoff	public
GameTheory/Concepts/Repeated/Discounted.lean	65	D-REPEAT	theorem	discountedAveragePayoff_eq_discountedContinuationPayoff_zero	public
GameTheory/Concepts/Repeated/Discounted.lean	73	D-REPEAT	theorem	summable_discounted_stageEU_of_abs_bound	public
GameTheory/Concepts/Repeated/Discounted.lean	93	D-REPEAT	theorem	summable_discounted_continuation_stageEU_of_abs_bound	public
GameTheory/Concepts/Repeated/Discounted.lean	113	D-REPEAT	theorem	discountedContinuationPayoff_le_const_of_forall_stageEU_le	public
GameTheory/Concepts/Repeated/Discounted.lean	138	D-REPEAT	theorem	discountedContinuationPayoff_eq_head_add	public
GameTheory/Concepts/Repeated/Discounted.lean	179	D-REPEAT	theorem	discountedContinuationPayoff_le_of_prefix_eq_of_tail_le	public
GameTheory/Concepts/Repeated/Discounted.lean	215	D-REPEAT	theorem	discountedAveragePayoff_le_of_forall_stageEU_le	public
GameTheory/Concepts/Repeated/Discounted.lean	234	D-REPEAT	theorem	discountedAveragePayoff_stationaryRepeatedProfile	public
GameTheory/Concepts/Repeated/Discounted.lean	249	D-REPEAT	def	IsDiscountedRepeatedNash	public
GameTheory/Concepts/Repeated/Discounted.lean	257	D-REPEAT	theorem	isDiscountedRepeatedNash_iff_discountedRepeatedKernelGame_isNash	public
GameTheory/Concepts/Repeated/Discounted.lean	267	D-REPEAT	theorem	stationaryRepeatedProfile_isDiscountedRepeatedNash_of_isNash_of_bounded	public
GameTheory/Concepts/Repeated/Discounted.lean	286	D-REPEAT	theorem	stationaryRepeatedProfile_isDiscountedRepeatedNash_of_isNash	public
GameTheory/Concepts/Repeated/Monitoring.lean	49	D-REPEAT	structure	PublicMonitoring	public
GameTheory/Concepts/Repeated/Monitoring.lean	60	D-REPEAT	abbrev	SignalHistory	public
GameTheory/Concepts/Repeated/Monitoring.lean	64	D-REPEAT	def	SignalHistory.append	public
GameTheory/Concepts/Repeated/Monitoring.lean	71	D-REPEAT	abbrev	MonitoredStrategy	public
GameTheory/Concepts/Repeated/Monitoring.lean	75	D-REPEAT	abbrev	MonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	79	D-REPEAT	def	stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	86	D-REPEAT	def	afterSignal	public
GameTheory/Concepts/Repeated/Monitoring.lean	90	D-REPEAT	theorem	afterSignal_apply	public
GameTheory/Concepts/Repeated/Monitoring.lean	96	D-REPEAT	theorem	afterSignal_stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	103	D-REPEAT	def	afterSignals	public
GameTheory/Concepts/Repeated/Monitoring.lean	113	D-REPEAT	def	after	public
GameTheory/Concepts/Repeated/Monitoring.lean	117	D-REPEAT	theorem	afterSignals_nil	public
GameTheory/Concepts/Repeated/Monitoring.lean	122	D-REPEAT	theorem	afterSignals_cons	public
GameTheory/Concepts/Repeated/Monitoring.lean	130	D-REPEAT	theorem	afterSignals_append	public
GameTheory/Concepts/Repeated/Monitoring.lean	142	D-REPEAT	theorem	afterSignal_after	public
GameTheory/Concepts/Repeated/Monitoring.lean	151	D-REPEAT	theorem	after_after	public
GameTheory/Concepts/Repeated/Monitoring.lean	158	D-REPEAT	theorem	after_singleton	public
GameTheory/Concepts/Repeated/Monitoring.lean	169	D-REPEAT	theorem	after_afterSignal	public
GameTheory/Concepts/Repeated/Monitoring.lean	180	D-REPEAT	theorem	after_apply	public
GameTheory/Concepts/Repeated/Monitoring.lean	221	D-REPEAT	def	oneShotDeviation	public
GameTheory/Concepts/Repeated/Monitoring.lean	228	D-REPEAT	def	strategyAfterSignal	public
GameTheory/Concepts/Repeated/Monitoring.lean	233	D-REPEAT	def	truncatedDeviation	public
GameTheory/Concepts/Repeated/Monitoring.lean	238	D-REPEAT	theorem	oneShotDeviation_zero	public
GameTheory/Concepts/Repeated/Monitoring.lean	244	D-REPEAT	theorem	oneShotDeviation_succ	public
GameTheory/Concepts/Repeated/Monitoring.lean	251	D-REPEAT	theorem	truncatedDeviation_zero	public
GameTheory/Concepts/Repeated/Monitoring.lean	258	D-REPEAT	theorem	truncatedDeviation_succ_zero	public
GameTheory/Concepts/Repeated/Monitoring.lean	266	D-REPEAT	theorem	strategyAfterSignal_truncatedDeviation_succ	public
GameTheory/Concepts/Repeated/Monitoring.lean	276	D-REPEAT	theorem	afterSignal_update	public
GameTheory/Concepts/Repeated/Monitoring.lean	291	D-REPEAT	theorem	afterSignal_update_oneShotDeviation	public
GameTheory/Concepts/Repeated/Monitoring.lean	303	D-REPEAT	theorem	after_stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	317	D-REPEAT	def	garble	public
GameTheory/Concepts/Repeated/Monitoring.lean	323	D-REPEAT	def	mapSignal	public
GameTheory/Concepts/Repeated/Monitoring.lean	328	D-REPEAT	theorem	garble_signalKernel	public
GameTheory/Concepts/Repeated/Monitoring.lean	334	D-REPEAT	theorem	mapSignal_signalKernel	public
GameTheory/Concepts/Repeated/Monitoring.lean	341	D-REPEAT	theorem	garble_pure_signalKernel	public
GameTheory/Concepts/Repeated/Monitoring.lean	347	D-REPEAT	theorem	garble_garble_signalKernel	public
GameTheory/Concepts/Repeated/Monitoring.lean	359	D-REPEAT	def	signalHistoryDist	public
GameTheory/Concepts/Repeated/Monitoring.lean	365	D-REPEAT	theorem	signalHistoryDist_zero	public
GameTheory/Concepts/Repeated/Monitoring.lean	370	D-REPEAT	theorem	signalHistoryDist_succ	public
GameTheory/Concepts/Repeated/Monitoring.lean	380	D-REPEAT	theorem	signalHistoryDist_succ_eq_bind_first	public
GameTheory/Concepts/Repeated/Monitoring.lean	419	D-REPEAT	theorem	signalHistoryDist_congr_before	public
GameTheory/Concepts/Repeated/Monitoring.lean	439	D-REPEAT	def	stageEU	public
GameTheory/Concepts/Repeated/Monitoring.lean	445	D-REPEAT	theorem	stageEU_zero	public
GameTheory/Concepts/Repeated/Monitoring.lean	452	D-REPEAT	theorem	stageEU_succ_eq_expect_afterSignal	public
GameTheory/Concepts/Repeated/Monitoring.lean	477	D-REPEAT	theorem	stageEU_congr_before_succ	public
GameTheory/Concepts/Repeated/Monitoring.lean	494	D-REPEAT	theorem	stageEU_update_truncatedDeviation_eq_of_lt	public
GameTheory/Concepts/Repeated/Monitoring.lean	511	D-REPEAT	theorem	stageEU_stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	519	D-REPEAT	theorem	stageEU_le_const_of_forall	public
GameTheory/Concepts/Repeated/Monitoring.lean	533	D-REPEAT	theorem	abs_stageEU_le_of_forall_eu_abs_le	public
GameTheory/Concepts/Repeated/Monitoring.lean	552	D-REPEAT	def	finiteAveragePayoff	public
GameTheory/Concepts/Repeated/Monitoring.lean	558	D-REPEAT	theorem	finiteAveragePayoff_congr_before	public
GameTheory/Concepts/Repeated/Monitoring.lean	572	D-REPEAT	theorem	finiteAveragePayoff_zero	public
GameTheory/Concepts/Repeated/Monitoring.lean	579	D-REPEAT	theorem	finiteAveragePayoff_stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	587	D-REPEAT	theorem	finiteAveragePayoff_le_of_forall_stageEU_le	public
GameTheory/Concepts/Repeated/Monitoring.lean	603	D-REPEAT	def	HasLongRunAveragePayoff	public
GameTheory/Concepts/Repeated/Monitoring.lean	610	D-REPEAT	theorem	hasLongRunAveragePayoff_stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/Monitoring.lean	622	D-REPEAT	def	IsεFiniteRepeatedNash	public
GameTheory/Concepts/Repeated/Monitoring.lean	630	D-REPEAT	def	IsUniformεEquilibrium	public
GameTheory/Concepts/Repeated/Monitoring.lean	636	D-REPEAT	def	IsUniformEquilibrium	public
GameTheory/Concepts/Repeated/Monitoring.lean	642	D-REPEAT	theorem	IsεFiniteRepeatedNash.mono	public
GameTheory/Concepts/Repeated/Monitoring.lean	652	D-REPEAT	theorem	IsUniformεEquilibrium.mono	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	41	D-REPEAT	abbrev	ContinuationAssignment	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	46	D-REPEAT	def	IsBoundedContinuationAssignment	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	52	D-REPEAT	theorem	isBoundedContinuationAssignment_of_finite	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	61	D-REPEAT	def	decomposedPayoff	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	69	D-REPEAT	def	decomposedDeviationPayoff	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	78	D-REPEAT	def	IsPromiseKeeping	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	84	D-REPEAT	def	IsEnforceable	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	92	D-REPEAT	def	DecomposesOn	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	102	D-REPEAT	def	decompositionOperator	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	108	D-REPEAT	def	SelfGenerating	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	112	D-REPEAT	theorem	mem_decompositionOperator_iff	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	119	D-REPEAT	theorem	decompositionOperator_mono	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	127	D-REPEAT	theorem	selfGenerating_iff_subset_decompositionOperator	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	133	D-REPEAT	theorem	selfGenerating_empty	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	139	D-REPEAT	def	constantContinuation	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	143	D-REPEAT	theorem	constantContinuation_apply	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	148	D-REPEAT	theorem	isBoundedContinuationAssignment_constant	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	155	D-REPEAT	def	translateContinuation	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	161	D-REPEAT	theorem	translateContinuation_apply	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	169	D-REPEAT	theorem	IsBoundedContinuationAssignment.translate	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	183	D-REPEAT	theorem	decomposedPayoff_translateContinuation	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	196	D-REPEAT	theorem	decomposedDeviationPayoff_translateContinuation	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	210	D-REPEAT	theorem	isEnforceable_translateContinuation_iff	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	222	D-REPEAT	theorem	decomposedPayoff_constant	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	229	D-REPEAT	theorem	decomposedDeviationPayoff_constant	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	239	D-REPEAT	theorem	isPromiseKeeping_constant_eu	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	249	D-REPEAT	theorem	isEnforceable_constant_iff_isNash	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	266	D-REPEAT	theorem	decomposesOn_singleton_eu_of_isNash	public
GameTheory/Concepts/Repeated/MonitoringDecomposition.lean	280	D-REPEAT	theorem	selfGenerating_singleton_eu_of_isNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	32	D-REPEAT	def	discountedAveragePayoff	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	37	D-REPEAT	def	discountedContinuationPayoff	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	44	D-REPEAT	theorem	summable_discounted_stageEU_of_abs_bound	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	64	D-REPEAT	theorem	discountedAveragePayoff_le_of_forall_stageEU_le	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	84	D-REPEAT	theorem	abs_discountedAveragePayoff_le_of_forall_eu_abs_le	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	124	D-REPEAT	theorem	discountedAveragePayoff_eq_head_add_expected	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	182	D-REPEAT	theorem	discountedContinuationPayoff_eq_head_add_expected	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	201	D-REPEAT	theorem	discountedAveragePayoff_stationaryMonitoredProfile	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	212	D-REPEAT	def	IsεDiscountedPublicNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	220	D-REPEAT	def	IsDiscountedPublicNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	228	D-REPEAT	def	IsεPerfectPublicEquilibrium	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	235	D-REPEAT	def	IsPerfectPublicEquilibrium	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	241	D-REPEAT	theorem	IsεPerfectPublicEquilibrium.afterSignal	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	254	D-REPEAT	def	HasNoProfitableOneShotDeviation	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	264	D-REPEAT	def	HasNoProfitableOneShotDeviationAfterEveryHistory	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	273	D-REPEAT	def	HasNoProfitableOneShotDeviationWithin	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	283	D-REPEAT	def	HasNoProfitableOneShotDeviationWithinAfterEveryHistory	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	290	D-REPEAT	theorem	hasNoProfitableOneShotDeviationWithin_zero_iff	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	298	D-REPEAT	theorem	hasNoProfitableOneShotDeviationWithinAfterEveryHistory_zero_iff	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	308	D-REPEAT	def	accumulatedOneShotDeviationAllowance	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	312	D-REPEAT	theorem	accumulatedOneShotDeviationAllowance_zero	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	316	D-REPEAT	theorem	accumulatedOneShotDeviationAllowance_succ	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	323	D-REPEAT	theorem	accumulatedOneShotDeviationAllowance_eq_geom_sum	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	335	D-REPEAT	theorem	accumulatedOneShotDeviationAllowance_nonneg	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	345	D-REPEAT	theorem	accumulatedOneShotDeviationAllowance_le	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	364	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.afterSignal	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	379	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.afterSignals	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	392	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.after	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	402	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.afterSignal	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	417	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.afterSignals	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	430	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.after	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	441	D-REPEAT	theorem	truncatedDeviation_discountedAveragePayoff_le_add_accumulated_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	545	D-REPEAT	theorem	truncatedDeviation_discountedAveragePayoff_le_add_accumulated	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	563	D-REPEAT	theorem	truncatedDeviation_discountedAveragePayoff_le_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	584	D-REPEAT	theorem	truncatedDeviation_discountedAveragePayoff_le	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	600	D-REPEAT	theorem	tendsto_discountedAveragePayoff_update_truncatedDeviation_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	651	D-REPEAT	theorem	tendsto_discountedAveragePayoff_update_truncatedDeviation	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	668	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.isεNash_div_one_sub_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	698	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.isεNash_div_one_sub	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	709	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.isεPPE_div_one_sub_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	725	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.isεPPE_div_one_sub	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	737	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.isεPPE_of_scaled_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	754	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.isεPPE_of_scaled	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	767	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.isDiscountedPublicNash_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	784	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.isDiscountedPublicNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	796	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.isPerfectPublicEquilibrium_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	813	D-REPEAT	theorem	HasNoProfitableOneShotDeviationAfterEveryHistory.isPerfectPublicEquilibrium	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	823	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithin.mono	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	833	D-REPEAT	theorem	HasNoProfitableOneShotDeviationWithinAfterEveryHistory.mono	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	842	D-REPEAT	theorem	IsεDiscountedPublicNash.mono	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	852	D-REPEAT	theorem	IsεPerfectPublicEquilibrium.mono	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	861	D-REPEAT	theorem	IsεDiscountedPublicNash.hasNoProfitableOneShotDeviationWithin	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	871	D-REPEAT	theorem	IsεPerfectPublicEquilibrium.hasNoProfitableOneShotDeviationWithinAfterEveryHistory	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	880	D-REPEAT	theorem	IsPerfectPublicEquilibrium.isDiscountedPublicNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	888	D-REPEAT	theorem	IsDiscountedPublicNash.hasNoProfitableOneShotDeviation	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	898	D-REPEAT	theorem	IsPerfectPublicEquilibrium.hasNoProfitableOneShotDeviationAfterEveryHistory	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	908	D-REPEAT	theorem	isPerfectPublicEquilibrium_iff_noProfitableOneShotDeviation_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	922	D-REPEAT	theorem	isPerfectPublicEquilibrium_iff_noProfitableOneShotDeviation	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	933	D-REPEAT	theorem	stationaryMonitoredProfile_isDiscountedPublicNash_of_isNash_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	973	D-REPEAT	theorem	stationaryMonitoredProfile_isDiscountedPublicNash_of_isNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	984	D-REPEAT	theorem	stationaryMonitoredProfile_isPerfectPublicEquilibrium_of_isNash_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	1002	D-REPEAT	theorem	stationaryMonitoredProfile_isPerfectPublicEquilibrium_of_isNash	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	1014	D-REPEAT	theorem	discountedAveragePayoff_profileMonitoring	public
GameTheory/Concepts/Repeated/MonitoringDiscounted.lean	1020	D-REPEAT	theorem	isDiscountedPublicNash_profileMonitoring	public
GameTheory/Concepts/Repeated/MonitoringHyperplanes.lean	31	D-REPEAT	def	IsEnforceableOnNormalHyperplane	public
GameTheory/Concepts/Repeated/MonitoringHyperplanes.lean	41	D-REPEAT	def	IsEnforceableOnAffineNormalHyperplane	public
GameTheory/Concepts/Repeated/MonitoringHyperplanes.lean	51	D-REPEAT	theorem	isEnforceableOnAffineNormalHyperplane_iff	public
GameTheory/Concepts/Repeated/MonitoringHyperplanes.lean	87	D-REPEAT	theorem	isEnforceableOnNormalHyperplane_mixedExtension_iff_of_bounded	public
GameTheory/Concepts/Repeated/MonitoringHyperplanes.lean	107	D-REPEAT	theorem	isEnforceableOnNormalHyperplane_mixedExtension_iff	public
GameTheory/Concepts/Repeated/MonitoringHyperplanes.lean	122	D-REPEAT	theorem	pureIndividualIncentiveEffectMap_mixedExtension_eq_expect_sub	public
