"File","Line","Kind","Name"
"Rationalizability.lean","53","theorem","Survives.mono"
"Rationalizability.lean","66","theorem","IsNash.survives"
"Rationalizability.lean","82","theorem","IsNash.isRationalizable"
"Rationalizability.lean","90","theorem","IsDominant.survives"
"Rationalizability.lean","103","theorem","IsRationalizable.not_globally_dominated"
"Regret.lean","43","theorem","swapRegret_id"
"Regret.lean","48","theorem","externalRegret_eq_swapRegret_const"
"Regret.lean","56","theorem","isCorrelatedEq_iff_noSwapRegret"
"Regret.lean","61","theorem","isCoarseCorrelatedEq_iff_noExternalRegret"
"Regret.lean","66","theorem","noSwapRegret_imp_noExternalRegret"
"RepeatedGame.lean","79","theorem","play_constStrategy"
"RepeatedGame.lean","85","theorem","totalPayoff_constStrategy"
"RepeatedGame.lean","97","theorem","constStrategy_isNash_of_unique_stage_nash"
"RepeatedGame.lean","110","theorem","constStrategy_isNash"
"RevelationPrinciple.lean","79","theorem","revelation_principle"
"SecurityStrategy.lean","53","theorem","worstCaseEU_le"
"SecurityStrategy.lean","59","theorem","nash_eu_ge_securityLevel"
"SecurityStrategy.lean","71","theorem","IsDominant.eu_ge_securityLevel"
"SeqProto.lean","149","theorem","PureStrategy.toBehavioral_apply"
"SeqProto.lean","153","theorem","PureProfile.toBehavioral_apply"
"SeqProto.lean","175","theorem","Protocol.toKernelGame_toGameForm"
"SequentialForm.lean","56","theorem","kerIter_zero_eq"
"SequentialForm.lean","58","theorem","kerIter_succ"
"SequentialForm.lean","63","theorem","kerIter_add"
"SequentialForm.lean","107","theorem","iterStep_zero"
"SequentialForm.lean","110","theorem","iterStep_succ"
"SequentialForm.lean","114","theorem","iterStep_eq_bind_kerIter"
"SequentialForm.lean","126","theorem","runDist_succ"
"SequentialForm.lean","131","theorem","runDist_eq_iterStep"
"SequentialForm.lean","134","theorem","runDist_horizon_one"
"SequentialForm.lean","174","theorem","toSequentialForm_runDist"
"SequentialForm.lean","225","theorem","subgameAt_runDist"
"SequentialForm.lean","234","theorem","iterStep_add"
"SequentialForm.lean","243","theorem","runDist_decompose"
"SequentialForm.lean","276","theorem","extend_runDist"
"SequentialForm.lean","285","theorem","extend_extend"
"SequentialForm.lean","307","theorem","toGameForm_eq_toKernelGame_toGameForm"
"SequentialForm.lean","319","theorem","mapOutcome_eq"
"SequentialForm.lean","374","theorem","IsPerfectInfo.toPerfectInfoRelevant"
"SequentialForm.lean","414","theorem","eu_eq_toKernelGame_eu"
"SequentialForm.lean","432","private theorem","expect_le_expect"
"SequentialForm.lean","442","theorem","spe_implies_nash"
"SequentialODP.lean","50","theorem","stepKernel_congr"
"SequentialODP.lean","61","theorem","stepKernel_congr_irrelevant"
"SequentialODP.lean","87","theorem","stepKernel_rank_bound"
"SequentialODP.lean","107","theorem","kerIter_rank_bound"
"SequentialODP.lean","140","theorem","kerIter_eq_of_ne_obs"
"SequentialODP.lean","187","theorem","strict_implies_wf"
"SequentialODP.lean","192","theorem","rank_zero_absorbing"
"SequentialODP.lean","248","private theorem","expect_le_expect'"
"SequentialODP.lean","258","private theorem","zero_step_nash"
"SequentialODP.lean","276","theorem","continuation_mono"
"SequentialODP.lean","296","private theorem","stepKernel_update_eq_bind"
"SequentialODP.lean","329","theorem","hasNoOneShotDeviation_spe"
"SequentialODP.lean","392","private theorem","combine_absorbing"
"SequentialODP.lean","413","private theorem","stepKernel_absorbing"
"SequentialODP.lean","423","private theorem","kerIter_absorbing"
"SequentialODP.lean","435","private theorem","osd_kerIter_eq"
"SequentialODP.lean","453","theorem","spe_hasNoOneShotDeviation"
"SequentialODP.lean","508","theorem","odp"
"SequentialZermelo.lean","44","theorem","stepKernel_pureToPolicy"
"SequentialZermelo.lean","62","theorem","pureValue_zero"
"SequentialZermelo.lean","84","theorem","zermelo"
"SocialChoice.lean","66","theorem","dictator_isDictatorial"
"SocialChoice.lean","70","theorem","dictatorial_isPareto"
"SocialChoice.lean","75","theorem","dictatorial_isIIA"
"SocialChoice.lean","85","theorem","unanimity_isPareto"
"SocialChoice.lean","92","theorem","unanimity_isIIA"
"SolutionConcepts.lean","61","theorem","KernelGame.dominant_is_nash"
"SolutionConcepts.lean","87","theorem","KernelGame.dominant_is_nash_for"
"SolutionConcepts.lean","111","theorem","KernelGame.IsNash_iff_IsNashFor_eu"
"SolutionConcepts.lean","116","theorem","KernelGame.IsDominant_iff_IsDominantFor_eu"
"SolutionConcepts.lean","140","theorem","IsBestResponse_iff_IsBestResponseFor_eu"
"SolutionConcepts.lean","174","theorem","IsStrictNash_iff_IsStrictNashFor_eu"
"SolutionConcepts.lean","179","theorem","IsStrictDominant_iff_IsStrictDominantFor_eu"
"SolutionConcepts.lean","215","theorem","WeaklyDominates_iff_WeaklyDominatesFor_eu"
"SolutionConcepts.lean","221","theorem","StrictlyDominates_iff_StrictlyDominatesFor_eu"
"SolutionConcepts.lean","276","theorem","IsCorrelatedEq_iff_IsCorrelatedEqFor_eu"
"SolutionConcepts.lean","286","theorem","IsCoarseCorrelatedEq_iff_IsCoarseCorrelatedEqFor_eu"
"SolutionConcepts.lean","300","theorem","IsNashFor_eq_gameForm"
"SolutionConcepts.lean","305","theorem","IsDominantFor_eq_gameForm"
"Stackelberg.lean","70","theorem","stackelberg_leader_ge_nash"
"Stackelberg.lean","82","theorem","followerBR_at_nash_unique"
"StochasticGame.lean","71","theorem","isMarkovNash_iff_all_stage_nash"
"StrictDominance.lean","22","theorem","IsStrictDominant.toDominant"
"StrictDominance.lean","31","theorem","strictly_dominant_is_nash"
"StrictDominance.lean","37","theorem","strictly_dominant_unique_nash"
"StrictNashProperties.lean","21","theorem","strictNash_of_strictDominant"
"StrictNashProperties.lean","31","theorem","IsStrictNash.isBestResponse_unique"
"SymmetricGame.lean","32","theorem","IsSymmetricEU.apply_perm"
"SymmetricGame.lean","43","theorem","symmetricProfile_comp"
"SymmetricGame.lean","48","theorem","isSymmetricEU_eu_eq"
"SymmetricGame.lean","58","theorem","update_comp_perm_eq"
"SymmetricGame.lean","70","theorem","isSymmetricEU_nash_perm"
"TeamGame.lean","30","theorem","IsTeamGame.eu_eq"
"TeamGame.lean","40","theorem","IsTeamGame.eu_eq_update"
"TeamGame.lean","54","theorem","IsTeamGame.nash_deviation_nonimproving"
"TeamGameNash.lean","34","theorem","IsTeamGame.pareto_dominates_iff"
"TeamGameNash.lean","50","theorem","IsTeamGame.nash_no_unilateral_pareto_improvement"
"TeamGameNash.lean","64","theorem","IsTeamGame.nash_common_eu_ge"
"TraceKernelGame.lean","92","theorem","pmfPi_pure"
"TwoPlayerGame.lean","21","theorem","two_player_update_comm"
"TwoPlayerGame.lean","29","theorem","two_player_profile_ext"
"TwoPlayerGame.lean","38","theorem","two_player_profile_decompose"
"TwoPlayerGame.lean","46","theorem","two_player_update_same_0"
"TwoPlayerGame.lean","53","theorem","two_player_nash_best_response_0"
"TwoPlayerGame.lean","60","theorem","two_player_nash_best_response_1"
"VCG.lean","66","theorem","trueUtility_eq"
"VCG.lean","79","theorem","vcg_truthful"
"VickreyAuction.lean","33","theorem","maxOtherBid_update_self"
"VickreyAuction.lean","52","theorem","vickrey_truthful_dominant"
"VickreyAuction.lean","77","theorem","vickrey_truthful_isDominant"
"VickreyAuction.lean","85","theorem","vickrey_truthful_isNash"
"WelfareTheorems.lean","28","theorem","IsTeamGame.socialWelfare_eq"
"WelfareTheorems.lean","37","theorem","socialWelfare_nonneg_of_nonneg_eu"
"Zermelo.lean","32","theorem","perfectInfo_disjoint_subtrees"
"Zermelo.lean","55","theorem","perfectInfo_disjoint_chance_subtrees"
"Zermelo.lean","82","theorem","exists_noOSD"
"Zermelo.lean","222","theorem","zermelo"
"ZeroSum.lean","24","theorem","IsZeroSum.socialWelfare_eq_zero"
"ZeroSum.lean","35","theorem","IsZeroSum.eu_neg"
"ZeroSumNash.lean","30","theorem","IsZeroSum.nash_eu_sum_zero"
"ZeroSumNash.lean","39","theorem","IsConstantSum.nash_eu_sum"
"ZeroSumNash.lean","48","theorem","IsZeroSum.eu_nonneg_iff_nonpos"
"ZeroSumNash.lean","61","theorem","IsZeroSum.deviation_eu_neg"
